sale_id,date,client_id,campaign_id,country,region,latitude,longitude,market_status,service,salesperson,segment,revenue,cost,profit,pipeline_stage,win_loss_status,sales_cycle_days
S-14151,2026-05-08,C-7238,CAM-683,Botswana,Francistown,-21.1702,27.5079,Growth,AI Chatbot,Lerato,NGO,15516.3,8338.69,7177.61,Lead,Lost,13
S-86406,2026-05-08,C-6693,CAM-675,South Africa,Johannesburg,-26.2041,28.0473,Existing,Forecasting Model,Boitumelo,Government,23749.31,16414.33,7334.98,Negotiation,Pending,40
S-35224,2026-05-08,C-1756,CAM-636,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Boitumelo,Startup,42671.63,27359.69,15311.94,Lead,Won,27
S-54577,2026-05-08,C-8423,CAM-617,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Neo,NGO,71371.31,39387.02,31984.29,Lead,Pending,68
S-26455,2026-05-08,C-5051,CAM-849,Zimbabwe,Harare,-17.8292,31.0522,Potential,Cybersecurity,Boitumelo,Government,42394.75,15987.97,26406.78,Qualified,Pending,32
S-76040,2026-05-08,C-1140,CAM-213,South Africa,Johannesburg,-26.2041,28.0473,Existing,Forecasting Model,Boitumelo,NGO,15194.37,5990.16,9204.21,Closed,Pending,51
S-30281,2026-05-08,C-5183,CAM-997,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Kabelo,Startup,111063.55,33725.82,77337.73,Lead,Pending,8
S-85236,2026-05-08,C-7416,CAM-161,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Thato,Government,112510.57,71597.08,40913.49,Lead,Pending,36
S-72095,2026-05-08,C-4245,CAM-312,South Africa,Johannesburg,-26.2041,28.0473,Existing,HR Analytics,Thato,SME,55567.27,20331.65,35235.62,Qualified,Pending,67
S-65871,2026-05-08,C-7347,CAM-561,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Thato,Government,57697.58,23758.24,33939.34,Lead,Won,11
S-38495,2026-05-08,C-5883,CAM-818,Botswana,Maun,-19.9833,23.4167,Expansion,Cybersecurity,Neo,SME,129614.85,52912.29,76702.56,Negotiation,Pending,60
S-72231,2026-05-08,C-5182,CAM-720,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Boitumelo,Enterprise,129273.19,64106.3,65166.89,Closed,Won,75
S-39401,2026-05-08,C-6989,CAM-128,Nigeria,Lagos,6.5244,3.3792,Potential,BI Dashboard,Kabelo,Enterprise,73887.42,38213.8,35673.62,Negotiation,Won,33
S-59262,2026-05-08,C-9843,CAM-992,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Lerato,Startup,124810.3,38714.5,86095.8,Negotiation,Won,18
S-48628,2026-05-08,C-4580,CAM-783,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Boitumelo,NGO,81232.96,50675.52,30557.44,Qualified,Won,10
S-37541,2026-05-08,C-2204,CAM-342,Botswana,Francistown,-21.1702,27.5079,Growth,HR Analytics,Aisha,SME,17266.02,8715.87,8550.15,Lead,Won,10
S-62865,2026-05-08,C-5591,CAM-685,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Mpho,Government,45721.65,21613.82,24107.83,Lead,Lost,57
S-37018,2026-05-08,C-3059,CAM-978,Nigeria,Lagos,6.5244,3.3792,Potential,Cybersecurity,Lerato,Government,115533.32,54860.93,60672.39,Proposal,Lost,37
S-38752,2026-05-08,C-4965,CAM-396,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Boitumelo,Startup,47868.27,29669.56,18198.71,Qualified,Won,62
S-11373,2026-05-08,C-2702,CAM-819,Namibia,Windhoek,-22.5609,17.0658,Expansion,BI Dashboard,Lerato,SME,116343.33,66950.59,49392.74,Lead,Pending,19
S-85812,2026-05-08,C-4357,CAM-902,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Kabelo,NGO,115615.31,71602.87,44012.44,Qualified,Pending,6
S-87173,2026-05-08,C-3398,CAM-625,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Mpho,SME,94325.83,60767.41,33558.42,Negotiation,Pending,27
S-52390,2026-05-08,C-8668,CAM-950,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Thato,NGO,28491.01,14731.89,13759.12,Qualified,Pending,73
S-94329,2026-05-08,C-7542,CAM-512,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Aisha,NGO,26566.22,18279.48,8286.74,Closed,Lost,23
S-55532,2026-05-08,C-7749,CAM-905,Botswana,Francistown,-21.1702,27.5079,Growth,HR Analytics,Neo,Enterprise,112082.33,47672.71,64409.62,Qualified,Lost,58
S-91805,2026-05-08,C-8894,CAM-435,Botswana,Gaborone,-24.6282,25.9231,Existing,HR Analytics,Neo,NGO,71938.2,25601.22,46336.98,Proposal,Won,25
S-90193,2026-05-08,C-1844,CAM-684,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Kabelo,Enterprise,41497.74,16197.34,25300.4,Proposal,Pending,19
S-30898,2026-05-08,C-1224,CAM-343,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Kabelo,NGO,74475.46,38921.96,35553.5,Qualified,Won,38
S-74233,2026-05-08,C-4176,CAM-232,Namibia,Windhoek,-22.5609,17.0658,Expansion,AI Chatbot,Aisha,Government,34702.02,11870.81,22831.21,Qualified,Lost,73
S-33069,2026-05-08,C-6532,CAM-729,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Thato,SME,34838.58,16875.82,17962.76,Negotiation,Pending,25
S-65483,2026-05-08,C-2524,CAM-171,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Mpho,Government,116359.39,81196.18,35163.21,Proposal,Lost,71
S-94633,2026-05-08,C-9896,CAM-741,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Neo,NGO,62460.38,20660.62,41799.76,Lead,Lost,68
S-96709,2026-05-08,C-9679,CAM-679,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Kabelo,SME,43543.5,15567.02,27976.48,Lead,Pending,59
S-71486,2026-05-08,C-5157,CAM-718,Botswana,Gaborone,-24.6282,25.9231,Existing,Cybersecurity,Mpho,NGO,68635.43,40767.36,27868.07,Qualified,Lost,3
S-92023,2026-05-08,C-8324,CAM-306,Botswana,Gaborone,-24.6282,25.9231,Existing,HR Analytics,Aisha,Government,47504.37,31783.83,15720.54,Proposal,Lost,74
S-96411,2026-05-08,C-3413,CAM-644,South Africa,Johannesburg,-26.2041,28.0473,Existing,Forecasting Model,Thato,NGO,67747.89,43582.98,24164.91,Lead,Won,53
S-85765,2026-05-08,C-6348,CAM-410,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Lerato,Startup,75603.97,41472.15,34131.82,Proposal,Pending,74
S-60725,2026-05-08,C-8458,CAM-953,South Africa,Cape Town,-33.9249,18.4241,Growth,AI Chatbot,Kabelo,NGO,112134.81,43918.65,68216.16,Lead,Pending,19
S-13706,2026-05-08,C-1401,CAM-900,Zimbabwe,Harare,-17.8292,31.0522,Potential,Forecasting Model,Neo,Government,88198.29,62707.93,25490.36,Closed,Pending,47
S-50993,2026-05-08,C-3823,CAM-876,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Kabelo,Startup,119476.94,73027.7,46449.24,Closed,Won,71
S-58848,2026-05-08,C-2674,CAM-121,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Neo,Enterprise,36083.41,14190.03,21893.38,Qualified,Lost,31
S-60404,2026-05-08,C-3565,CAM-916,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Neo,SME,46973.04,26688.51,20284.53,Lead,Lost,62
S-35388,2026-05-08,C-2846,CAM-799,Botswana,Francistown,-21.1702,27.5079,Growth,Forecasting Model,Aisha,NGO,43848.38,26892.08,16956.3,Lead,Won,39
S-41887,2026-05-08,C-5887,CAM-175,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Aisha,NGO,31170.92,18198.4,12972.52,Closed,Lost,7
S-54680,2026-05-08,C-9880,CAM-899,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Thato,SME,64220.12,29575.86,34644.26,Closed,Pending,15
S-72684,2026-05-08,C-7463,CAM-224,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Boitumelo,Government,119369.97,69315.23,50054.74,Qualified,Lost,40
S-44648,2026-05-08,C-9380,CAM-583,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Kabelo,Enterprise,114097.23,45853.06,68244.17,Negotiation,Won,25
S-22080,2026-05-08,C-8107,CAM-541,Namibia,Windhoek,-22.5609,17.0658,Expansion,Cybersecurity,Aisha,Enterprise,106741.18,45799.45,60941.73,Closed,Won,52
S-55154,2026-05-08,C-1986,CAM-785,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Lerato,SME,89217.0,52548.37,36668.63,Lead,Lost,34
S-41407,2026-05-08,C-8096,CAM-850,Botswana,Francistown,-21.1702,27.5079,Growth,AI Chatbot,Boitumelo,Government,13007.13,8373.69,4633.44,Qualified,Pending,57
S-66666,2026-05-08,C-1714,CAM-617,Kenya,Nairobi,-1.2921,36.8219,Potential,AI Chatbot,Neo,Startup,119578.5,51589.77,67988.73,Qualified,Won,13
S-12865,2026-05-08,C-7349,CAM-948,Namibia,Windhoek,-22.5609,17.0658,Expansion,AI Chatbot,Kabelo,Government,95965.33,59780.07,36185.26,Lead,Won,19
S-45221,2026-05-08,C-7184,CAM-499,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Lerato,SME,76810.59,28267.17,48543.42,Lead,Won,21
S-47719,2026-05-08,C-2966,CAM-647,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Mpho,Enterprise,78330.93,28875.19,49455.74,Qualified,Lost,18
S-60308,2026-05-08,C-7784,CAM-500,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Lerato,Government,110598.95,63034.48,47564.47,Negotiation,Won,67
S-66691,2026-05-08,C-6971,CAM-893,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Boitumelo,SME,47068.86,16144.99,30923.87,Qualified,Won,42
S-81505,2026-05-08,C-6434,CAM-943,South Africa,Johannesburg,-26.2041,28.0473,Existing,BI Dashboard,Neo,SME,23208.76,8172.47,15036.29,Lead,Pending,11
S-34454,2026-05-08,C-9774,CAM-289,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Thato,Government,65132.91,28451.11,36681.8,Qualified,Lost,67
S-55741,2026-05-08,C-7614,CAM-367,Botswana,Francistown,-21.1702,27.5079,Growth,Forecasting Model,Neo,Enterprise,55466.02,19218.85,36247.17,Lead,Lost,75
S-14604,2026-05-08,C-7446,CAM-241,South Africa,Cape Town,-33.9249,18.4241,Growth,BI Dashboard,Thato,NGO,125071.62,80464.23,44607.39,Qualified,Pending,67
S-73395,2026-05-08,C-6055,CAM-111,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Neo,NGO,50497.18,34100.61,16396.57,Proposal,Lost,69
S-70488,2026-05-08,C-1039,CAM-877,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Thato,Government,110526.98,70691.88,39835.1,Qualified,Pending,75
S-55110,2026-05-08,C-7520,CAM-818,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Thato,Government,110761.0,58851.87,51909.13,Proposal,Won,48
S-89046,2026-05-08,C-2698,CAM-642,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Boitumelo,Enterprise,32204.89,11873.73,20331.16,Qualified,Pending,67
S-28099,2026-05-08,C-5054,CAM-856,Zimbabwe,Harare,-17.8292,31.0522,Potential,Forecasting Model,Thato,Enterprise,15281.33,10107.17,5174.16,Lead,Won,33
S-52453,2026-05-08,C-5235,CAM-757,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Kabelo,Startup,96564.68,59747.94,36816.74,Closed,Won,49
S-42076,2026-05-08,C-5959,CAM-787,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Neo,Enterprise,126749.7,83753.51,42996.19,Qualified,Lost,15
S-92390,2026-05-08,C-8722,CAM-905,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Aisha,NGO,69236.37,28861.16,40375.21,Qualified,Won,65
S-66257,2026-05-08,C-1028,CAM-688,Zambia,Lusaka,-15.3875,28.3228,Potential,Forecasting Model,Mpho,Government,66916.1,29057.79,37858.31,Lead,Lost,73
S-65447,2026-05-08,C-2262,CAM-615,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Aisha,Government,92330.22,61519.53,30810.69,Proposal,Lost,75
S-44619,2026-05-08,C-7699,CAM-466,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Mpho,Government,71931.9,43402.38,28529.52,Proposal,Lost,62
S-90967,2026-05-08,C-2979,CAM-602,South Africa,Johannesburg,-26.2041,28.0473,Existing,Cybersecurity,Aisha,SME,102283.59,68175.19,34108.4,Negotiation,Pending,37
S-70242,2026-05-08,C-8884,CAM-248,South Africa,Cape Town,-33.9249,18.4241,Growth,Data Automation,Kabelo,Government,96305.16,31314.92,64990.24,Closed,Pending,71
S-56165,2026-05-08,C-1264,CAM-821,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Mpho,Government,45071.98,13647.79,31424.19,Closed,Won,66
S-45025,2026-05-08,C-8761,CAM-373,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Boitumelo,Enterprise,37545.97,13219.7,24326.27,Lead,Lost,29
S-15650,2026-05-08,C-1347,CAM-376,South Africa,Cape Town,-33.9249,18.4241,Growth,Forecasting Model,Neo,NGO,103088.14,30980.27,72107.87,Lead,Pending,21
S-34310,2026-05-08,C-1807,CAM-462,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Kabelo,SME,89480.85,43967.83,45513.02,Proposal,Won,36
S-73002,2026-05-08,C-5026,CAM-666,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Lerato,SME,91285.82,35890.18,55395.64,Closed,Lost,62
S-11993,2026-05-08,C-1469,CAM-299,Zimbabwe,Harare,-17.8292,31.0522,Potential,HR Analytics,Mpho,NGO,46858.77,25657.51,21201.26,Closed,Pending,37
S-33746,2026-05-08,C-9017,CAM-177,Botswana,Francistown,-21.1702,27.5079,Growth,HR Analytics,Mpho,Enterprise,87197.98,56445.2,30752.78,Proposal,Lost,58
S-85677,2026-05-08,C-5175,CAM-450,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Neo,Government,33818.33,15384.08,18434.25,Proposal,Pending,64
S-71547,2026-05-08,C-3936,CAM-983,Kenya,Nairobi,-1.2921,36.8219,Potential,Forecasting Model,Kabelo,Government,115604.88,53792.3,61812.58,Negotiation,Pending,52
S-81086,2026-05-08,C-1818,CAM-158,Zimbabwe,Harare,-17.8292,31.0522,Potential,Data Automation,Mpho,Startup,126697.27,70481.78,56215.49,Negotiation,Lost,45
S-80766,2026-05-08,C-5651,CAM-369,Zimbabwe,Harare,-17.8292,31.0522,Potential,Cybersecurity,Boitumelo,Startup,106546.0,38330.6,68215.4,Negotiation,Pending,44
S-43645,2026-05-08,C-9352,CAM-202,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Aisha,NGO,30046.28,13572.22,16474.06,Proposal,Won,45
S-43525,2026-05-08,C-3550,CAM-303,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Mpho,Government,40320.48,13496.14,26824.34,Lead,Won,17
S-25534,2026-05-08,C-7264,CAM-382,Zimbabwe,Harare,-17.8292,31.0522,Potential,Data Automation,Lerato,Enterprise,129566.9,71575.74,57991.16,Closed,Lost,62
S-84462,2026-05-08,C-5819,CAM-479,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Aisha,Enterprise,73676.72,30233.47,43443.25,Lead,Lost,50
S-26330,2026-05-08,C-3904,CAM-446,Namibia,Windhoek,-22.5609,17.0658,Expansion,Cybersecurity,Kabelo,Government,19818.65,8005.61,11813.04,Qualified,Lost,48
S-38081,2026-05-08,C-4195,CAM-249,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Neo,Startup,39227.09,17757.66,21469.43,Negotiation,Pending,47
S-33236,2026-05-08,C-9811,CAM-232,Zimbabwe,Harare,-17.8292,31.0522,Potential,Data Automation,Lerato,Startup,75198.69,25482.43,49716.26,Lead,Pending,70
S-90003,2026-05-08,C-8082,CAM-548,Botswana,Gaborone,-24.6282,25.9231,Existing,BI Dashboard,Aisha,SME,60275.49,29367.76,30907.73,Negotiation,Won,66
S-48836,2026-05-08,C-4051,CAM-944,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Boitumelo,Enterprise,118593.3,46397.43,72195.87,Qualified,Won,22
S-45248,2026-05-08,C-3547,CAM-777,South Africa,Cape Town,-33.9249,18.4241,Growth,Process Optimisation,Lerato,SME,40648.95,25753.05,14895.9,Negotiation,Pending,52
S-60154,2026-05-08,C-2694,CAM-401,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Boitumelo,SME,29064.74,13244.4,15820.34,Closed,Won,38
S-62376,2026-05-08,C-7670,CAM-482,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Neo,SME,123002.94,55502.25,67500.69,Lead,Won,22
S-27654,2026-05-08,C-5619,CAM-669,Namibia,Windhoek,-22.5609,17.0658,Expansion,AI Chatbot,Boitumelo,Enterprise,85753.94,34793.6,50960.34,Proposal,Pending,44
S-11457,2026-05-08,C-6741,CAM-735,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Boitumelo,Enterprise,55067.78,36850.75,18217.03,Closed,Lost,58
S-74341,2026-05-08,C-8764,CAM-935,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Kabelo,Government,99228.11,30788.59,68439.52,Closed,Lost,63
S-95018,2026-05-08,C-2575,CAM-584,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Lerato,NGO,15803.83,7095.01,8708.82,Lead,Lost,36
S-43277,2026-05-08,C-7740,CAM-631,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Lerato,SME,10385.9,4439.77,5946.13,Qualified,Pending,68
S-37627,2026-05-08,C-9155,CAM-401,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Aisha,NGO,23064.37,15629.4,7434.97,Proposal,Lost,31
S-33445,2026-05-08,C-4673,CAM-977,Botswana,Gaborone,-24.6282,25.9231,Existing,AI Chatbot,Kabelo,NGO,103780.17,41827.97,61952.2,Negotiation,Lost,36
S-47674,2026-05-08,C-4679,CAM-770,Zambia,Lusaka,-15.3875,28.3228,Potential,BI Dashboard,Boitumelo,SME,119731.78,72003.61,47728.17,Qualified,Lost,57
S-17933,2026-05-08,C-4078,CAM-561,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Kabelo,Startup,30614.77,12518.23,18096.54,Negotiation,Pending,33
S-95105,2026-05-08,C-2849,CAM-425,South Africa,Cape Town,-33.9249,18.4241,Growth,Data Automation,Boitumelo,Enterprise,110630.24,43198.22,67432.02,Negotiation,Pending,19
S-22435,2026-05-08,C-6395,CAM-620,Zimbabwe,Harare,-17.8292,31.0522,Potential,Forecasting Model,Kabelo,Startup,97331.73,35323.2,62008.53,Negotiation,Pending,53
S-59125,2026-05-08,C-3386,CAM-371,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Mpho,Government,88237.04,50038.52,38198.52,Proposal,Lost,9
S-92372,2026-05-08,C-5469,CAM-480,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Kabelo,Startup,86002.43,44250.11,41752.32,Closed,Pending,26
S-74305,2026-05-08,C-4907,CAM-759,Kenya,Nairobi,-1.2921,36.8219,Potential,AI Chatbot,Aisha,Startup,68920.39,46376.15,22544.24,Proposal,Pending,16
S-33756,2026-05-08,C-8827,CAM-202,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Boitumelo,Startup,106568.27,62572.12,43996.15,Closed,Won,43
S-20862,2026-05-08,C-4999,CAM-453,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Kabelo,Government,78084.68,45899.78,32184.9,Proposal,Pending,25
S-56897,2026-05-08,C-6755,CAM-219,Nigeria,Lagos,6.5244,3.3792,Potential,Cybersecurity,Thato,SME,94135.64,32355.4,61780.24,Negotiation,Lost,15
S-58417,2026-05-08,C-1575,CAM-357,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Mpho,Government,11862.37,7975.68,3886.69,Negotiation,Lost,23
S-16124,2026-05-08,C-2178,CAM-922,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Mpho,NGO,124885.4,81314.32,43571.08,Lead,Won,68
S-97356,2026-05-08,C-9941,CAM-648,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Aisha,Government,32390.95,19190.22,13200.73,Negotiation,Won,40
S-28713,2026-05-08,C-8183,CAM-270,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Boitumelo,Government,53480.0,19853.09,33626.91,Qualified,Lost,37
S-78875,2026-05-08,C-7351,CAM-148,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Mpho,Startup,105081.24,55996.3,49084.94,Negotiation,Lost,17
S-34875,2026-05-08,C-9213,CAM-582,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Neo,NGO,70681.13,41687.0,28994.13,Proposal,Lost,53
S-89103,2026-05-08,C-7405,CAM-434,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Neo,Government,49426.58,20285.23,29141.35,Qualified,Won,22
S-16839,2026-05-08,C-1209,CAM-940,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Boitumelo,Startup,58673.41,31556.87,27116.54,Qualified,Pending,55
S-21294,2026-05-08,C-4406,CAM-651,Kenya,Nairobi,-1.2921,36.8219,Potential,Forecasting Model,Mpho,Government,53171.99,33947.47,19224.52,Negotiation,Pending,41
S-40753,2026-05-08,C-2327,CAM-726,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Neo,Enterprise,96107.03,43970.89,52136.14,Negotiation,Lost,11
S-82560,2026-05-08,C-8764,CAM-441,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Lerato,SME,9815.12,3039.61,6775.51,Proposal,Won,23
S-86365,2026-05-08,C-2131,CAM-858,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Thato,Government,117677.05,80750.35,36926.7,Negotiation,Pending,70
S-27518,2026-05-08,C-8704,CAM-125,Botswana,Gaborone,-24.6282,25.9231,Existing,AI Chatbot,Neo,Startup,80976.28,51701.5,29274.78,Negotiation,Lost,55
S-68723,2026-05-08,C-7570,CAM-325,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Lerato,NGO,95284.27,56053.09,39231.18,Negotiation,Pending,28
S-66587,2026-05-08,C-7575,CAM-127,Kenya,Nairobi,-1.2921,36.8219,Potential,Data Automation,Mpho,NGO,98651.65,52676.14,45975.51,Closed,Pending,30
S-56502,2026-05-08,C-9832,CAM-863,Zambia,Lusaka,-15.3875,28.3228,Potential,Forecasting Model,Thato,Government,93250.27,33863.73,59386.54,Negotiation,Lost,27
S-27528,2026-05-08,C-1034,CAM-508,Namibia,Windhoek,-22.5609,17.0658,Expansion,AI Chatbot,Thato,NGO,106786.96,64379.2,42407.76,Proposal,Pending,18
S-91872,2026-05-08,C-6363,CAM-895,Kenya,Nairobi,-1.2921,36.8219,Potential,Data Automation,Aisha,Enterprise,66687.49,36641.67,30045.82,Closed,Won,70
S-28885,2026-05-08,C-4435,CAM-431,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Kabelo,Government,108727.18,78029.33,30697.85,Closed,Lost,27
S-71020,2026-05-08,C-2233,CAM-809,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Boitumelo,SME,60002.04,40839.48,19162.56,Closed,Pending,52
S-88314,2026-05-08,C-5394,CAM-413,South Africa,Cape Town,-33.9249,18.4241,Growth,BI Dashboard,Boitumelo,Startup,36546.12,13219.67,23326.45,Lead,Pending,31
S-69596,2026-05-08,C-6729,CAM-751,South Africa,Johannesburg,-26.2041,28.0473,Existing,Process Optimisation,Thato,Government,25493.45,17576.65,7916.8,Lead,Won,38
S-16271,2026-05-08,C-4751,CAM-818,South Africa,Cape Town,-33.9249,18.4241,Growth,Data Automation,Mpho,Startup,112220.07,45613.02,66607.05,Negotiation,Lost,75
S-79586,2026-05-08,C-5829,CAM-360,Zambia,Lusaka,-15.3875,28.3228,Potential,BI Dashboard,Lerato,Government,116964.46,78870.25,38094.21,Closed,Pending,12
S-98676,2026-05-08,C-5834,CAM-793,South Africa,Cape Town,-33.9249,18.4241,Growth,BI Dashboard,Mpho,SME,19055.07,13404.86,5650.21,Closed,Won,70
S-23954,2026-05-08,C-5010,CAM-649,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Boitumelo,Enterprise,67836.13,25378.7,42457.43,Proposal,Lost,16
S-75932,2026-05-08,C-1481,CAM-753,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Thato,NGO,93354.25,59540.43,33813.82,Proposal,Pending,6
S-60265,2026-05-08,C-1865,CAM-852,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Thato,Startup,11468.06,7113.81,4354.25,Proposal,Lost,35
S-39160,2026-05-08,C-2782,CAM-262,Botswana,Gaborone,-24.6282,25.9231,Existing,Forecasting Model,Lerato,Startup,62728.73,40339.61,22389.12,Negotiation,Lost,25
S-70801,2026-05-08,C-7624,CAM-153,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Mpho,Startup,51259.45,34661.53,16597.92,Qualified,Lost,61
S-38305,2026-05-08,C-5911,CAM-262,Namibia,Windhoek,-22.5609,17.0658,Expansion,BI Dashboard,Boitumelo,Startup,104616.35,44476.67,60139.68,Proposal,Won,3
S-65233,2026-05-08,C-9149,CAM-351,South Africa,Cape Town,-33.9249,18.4241,Growth,Process Optimisation,Thato,Government,105801.54,48628.7,57172.84,Lead,Won,4
S-77981,2026-05-08,C-7883,CAM-530,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Lerato,SME,104648.13,75095.13,29553.0,Lead,Pending,66
S-88676,2026-05-08,C-2900,CAM-178,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Lerato,Enterprise,86319.05,28377.18,57941.87,Closed,Pending,6
S-74937,2026-05-08,C-3532,CAM-146,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Kabelo,Startup,80649.32,35580.07,45069.25,Proposal,Pending,6
S-73891,2026-05-08,C-6160,CAM-629,Kenya,Nairobi,-1.2921,36.8219,Potential,Forecasting Model,Neo,NGO,33277.57,20824.75,12452.82,Lead,Lost,35
S-19551,2026-05-08,C-2343,CAM-614,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Mpho,Startup,122535.24,70770.19,51765.05,Negotiation,Won,12
S-21462,2026-05-08,C-4659,CAM-295,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Boitumelo,SME,33061.71,21213.17,11848.54,Qualified,Pending,27
S-45882,2026-05-08,C-2518,CAM-886,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Mpho,SME,33537.35,19048.09,14489.26,Negotiation,Pending,36
