campaign_id,date,country,region,latitude,longitude,service,campaign,channel,segment,impressions,clicks,leads,conversions,campaign_cost,revenue_generated
CAM-905,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Growth Intelligence,Google Ads,Enterprise,1868,179,14,4,35485.53,51616.69
CAM-808,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Digital Efficiency,Facebook,Enterprise,57566,4659,984,548,11838.73,4703842.23
CAM-133,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Digital Efficiency,Facebook,SME,56828,6040,1868,881,27926.46,8242872.27
CAM-446,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Digital Efficiency,Email,NGO,16521,363,73,21,12438.94,106956.14
CAM-727,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,AI Awareness,Google Ads,SME,10458,512,146,28,27289.99,113611.74
CAM-986,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Growth Intelligence,Facebook,SME,57130,3688,834,223,22504.78,1732765.78
CAM-797,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Growth Intelligence,LinkedIn,Enterprise,24700,2783,685,117,25923.72,1323628.3
CAM-183,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Market Expansion,Facebook,Government,3396,135,36,21,25085.94,76889.67
CAM-593,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Digital Efficiency,LinkedIn,NGO,41405,4213,873,101,34570.21,496251.31
CAM-956,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Digital Efficiency,Google Ads,SME,74310,1828,612,174,24229.67,1550236.78
CAM-444,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,AI Awareness,Email,Enterprise,18572,861,280,157,32398.44,1764752.49
CAM-532,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Growth Intelligence,Email,SME,46814,1059,207,31,34683.07,402425.12
CAM-338,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Market Expansion,LinkedIn,Startup,77911,1319,451,137,14080.41,633178.06
CAM-759,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Growth Intelligence,Google Ads,Startup,14447,1398,419,65,37991.04,475150.64
CAM-736,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Growth Intelligence,Email,SME,36099,2362,575,349,17971.64,3856299.8
CAM-774,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Market Expansion,LinkedIn,Government,35949,2237,796,356,15086.64,2530376.97
CAM-118,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Digital Efficiency,Facebook,Government,27833,1280,158,96,22777.51,1036865.88
CAM-597,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Growth Intelligence,Facebook,SME,20995,911,251,138,22846.38,1286253.61
CAM-689,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Market Expansion,Facebook,Government,31419,3168,480,70,35780.21,724812.91
CAM-436,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,AI Awareness,Organic,NGO,4420,483,109,28,19102.8,197647.79
CAM-827,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Market Expansion,Facebook,NGO,49047,4339,1364,476,14366.19,4345607.37
CAM-234,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Digital Efficiency,Organic,SME,82648,1947,494,256,18809.15,1916013.77
CAM-311,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Market Expansion,Facebook,Startup,69877,4935,1364,800,3448.53,7356709.25
CAM-693,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Market Expansion,Email,NGO,52567,6130,1409,835,10912.88,9444782.6
CAM-237,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Market Expansion,Organic,Enterprise,51767,3804,756,439,35692.09,4779846.05
CAM-526,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Digital Efficiency,Facebook,NGO,20059,1682,510,258,4794.74,1937080.45
CAM-820,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Digital Efficiency,LinkedIn,SME,70606,4018,474,142,33381.42,804329.6
CAM-488,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Lead Generation,Email,Startup,60517,6779,2138,308,26790.32,1006532.18
CAM-375,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,AI Awareness,Organic,Government,56557,3364,1013,311,29244.46,3813639.7
CAM-456,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Market Expansion,Referral,NGO,35590,1862,365,101,24639.96,971061.58
CAM-729,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Lead Generation,Email,Government,3376,334,37,11,37325.81,77416.72
CAM-165,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Digital Efficiency,Referral,Startup,82942,5945,700,102,22726.77,719527.77
CAM-680,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Lead Generation,LinkedIn,Enterprise,62695,4866,1355,576,34391.28,6274186.27
CAM-475,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Market Expansion,LinkedIn,Government,6516,726,151,53,31616.71,579085.89
CAM-702,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Digital Efficiency,LinkedIn,SME,16757,507,166,16,16057.27,137975.44
CAM-600,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Lead Generation,Organic,NGO,23282,1809,542,146,27067.3,1232195.05
CAM-974,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Digital Efficiency,LinkedIn,Enterprise,28601,1735,623,347,39733.96,2031708.49
CAM-925,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Digital Efficiency,LinkedIn,NGO,23875,2231,429,225,38633.18,1959635.87
CAM-176,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Lead Generation,LinkedIn,Enterprise,67552,4919,1615,618,9918.91,2984764.42
CAM-842,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Market Expansion,Organic,NGO,61743,6541,1196,456,23489.9,2222855.47
CAM-874,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Market Expansion,Referral,Enterprise,29332,3071,916,301,20368.23,3274181.21
CAM-649,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Digital Efficiency,Email,Enterprise,48594,5099,1473,548,34056.51,2017296.0
CAM-215,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Market Expansion,LinkedIn,NGO,65961,7246,899,418,2007.49,1590519.06
CAM-859,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Lead Generation,Organic,Startup,25451,1741,176,105,14338.1,593145.2
CAM-242,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Growth Intelligence,Organic,Startup,77870,6284,1967,766,13890.48,1635949.55
CAM-467,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Digital Efficiency,Organic,Enterprise,55003,1881,544,320,25172.84,1683413.84
CAM-134,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Growth Intelligence,Referral,Startup,54117,4780,954,422,28967.98,4441398.52
CAM-274,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,AI Awareness,Facebook,NGO,48692,3789,892,347,38996.12,3458343.63
CAM-165,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Lead Generation,Facebook,SME,22546,707,247,132,19636.5,1013421.37
CAM-303,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,AI Awareness,Organic,Government,80364,8074,1155,501,38251.98,1013630.34
CAM-280,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Market Expansion,Email,SME,6507,215,46,7,26501.57,64685.14
CAM-195,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Growth Intelligence,Email,Government,16290,954,252,106,12200.61,1201584.77
CAM-693,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Growth Intelligence,Referral,SME,26183,1802,161,56,24425.88,154519.99
CAM-219,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Growth Intelligence,Facebook,Startup,58262,5266,1118,466,7390.49,4273896.96
CAM-436,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,AI Awareness,Email,Enterprise,37666,3626,808,446,1936.84,2924313.91
CAM-942,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,AI Awareness,Referral,Startup,22303,476,65,37,28039.93,260877.79
CAM-401,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Market Expansion,Facebook,SME,32481,2609,918,387,36689.49,3917879.53
CAM-883,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Market Expansion,Email,Enterprise,60306,4730,882,333,17287.35,4269593.04
CAM-807,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Digital Efficiency,Organic,Enterprise,8587,848,281,32,26129.16,279507.92
CAM-509,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Growth Intelligence,Facebook,Startup,60377,6885,875,307,26839.72,1709555.79
CAM-952,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Lead Generation,Google Ads,Startup,71650,3096,350,117,30570.7,1407189.64
CAM-698,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Growth Intelligence,Google Ads,SME,27463,1001,108,18,39168.53,51885.9
CAM-835,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,AI Awareness,Email,Government,40357,3627,1151,313,17909.19,2962591.13
CAM-442,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Digital Efficiency,Referral,Enterprise,64103,5154,540,107,28193.41,1125646.4
CAM-564,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Lead Generation,Organic,Startup,75264,4332,971,146,26352.64,1647454.85
CAM-244,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Market Expansion,LinkedIn,Startup,54389,2682,836,329,21348.85,2929821.32
CAM-664,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Market Expansion,LinkedIn,Startup,76465,6035,2157,946,33673.11,2013018.83
CAM-847,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,AI Awareness,Organic,Government,42282,4210,459,255,9526.58,3125491.94
CAM-633,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,Market Expansion,Organic,Startup,83518,8297,907,326,6185.38,4150584.27
CAM-981,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Market Expansion,Google Ads,Government,76872,5695,1058,450,23675.97,2989187.19
CAM-759,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Market Expansion,Email,Government,77477,7399,1915,399,24254.65,902185.61
CAM-980,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Market Expansion,Organic,Government,54294,2865,662,252,11253.44,1665676.78
CAM-200,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Digital Efficiency,Referral,Enterprise,28291,1945,418,49,33304.82,428525.67
CAM-521,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Market Expansion,Google Ads,Government,49955,4935,1632,179,7628.73,1081243.5
CAM-287,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Lead Generation,LinkedIn,Enterprise,50672,5401,453,181,19352.94,1067355.35
CAM-381,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,AI Awareness,Google Ads,NGO,58994,2394,560,83,3656.97,985058.28
CAM-426,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Growth Intelligence,Google Ads,NGO,54534,5117,718,108,25459.71,1255307.38
CAM-678,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Digital Efficiency,Google Ads,SME,63412,1770,332,157,22372.14,684273.78
CAM-533,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,AI Awareness,Organic,NGO,28955,2112,294,119,39514.71,498078.7
CAM-370,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Market Expansion,Organic,Startup,80241,3883,1248,308,28995.69,3555431.8
CAM-766,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,Market Expansion,Organic,Enterprise,53192,1085,238,80,22252.23,575863.53
CAM-580,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Lead Generation,Google Ads,Government,49541,1371,439,203,32523.56,531014.97
CAM-994,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Market Expansion,Google Ads,SME,44384,1927,398,159,32765.63,1871179.13
CAM-581,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Growth Intelligence,Google Ads,SME,59774,2901,926,565,18364.84,1377325.83
CAM-190,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,AI Awareness,Facebook,Government,9929,937,263,138,10393.77,1358059.03
CAM-260,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Market Expansion,Referral,Startup,17081,1050,179,109,24944.19,691281.08
CAM-654,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Lead Generation,Google Ads,Enterprise,78378,7513,1377,606,31299.31,7868133.15
CAM-366,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,AI Awareness,Referral,Government,28092,2793,247,88,27732.93,611647.17
CAM-868,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Growth Intelligence,Organic,Enterprise,30172,2118,649,67,31833.0,461169.57
CAM-914,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Digital Efficiency,Facebook,SME,20668,1831,295,105,4288.32,1053537.5
CAM-978,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Digital Efficiency,Google Ads,SME,18347,1152,278,138,30385.26,499197.84
CAM-455,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Lead Generation,LinkedIn,NGO,21474,2496,333,98,21277.43,625828.63
CAM-262,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Growth Intelligence,Facebook,Startup,25781,2462,219,99,5821.53,180301.46
CAM-622,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,AI Awareness,Email,Startup,58051,4453,1310,780,20930.56,3768570.7
CAM-544,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,AI Awareness,Google Ads,Government,43781,4162,1316,752,2841.46,2369442.31
CAM-472,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Growth Intelligence,Email,SME,29919,2725,324,190,10488.53,879491.02
CAM-429,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Digital Efficiency,Facebook,NGO,14062,1682,312,73,4765.74,340784.44
CAM-111,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Lead Generation,Google Ads,Startup,78635,8953,1012,368,13286.57,4194874.35
CAM-769,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Market Expansion,Email,SME,32902,3258,504,163,1990.05,1603725.03
CAM-380,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Lead Generation,LinkedIn,Startup,18225,1580,491,223,33628.66,2188783.62
CAM-868,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Digital Efficiency,Referral,SME,78678,5816,857,123,16594.92,1002069.18
CAM-967,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Market Expansion,Referral,Startup,64559,1441,474,281,38406.02,1393306.25
CAM-147,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Digital Efficiency,Google Ads,SME,81313,6744,1265,613,26410.16,6701900.86
CAM-529,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,AI Awareness,Google Ads,SME,34975,2017,385,102,10555.6,1221023.96
CAM-384,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Digital Efficiency,Referral,SME,66523,5768,1103,445,9072.41,1229268.01
CAM-812,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Digital Efficiency,Organic,NGO,10002,702,94,26,21264.94,215856.96
CAM-850,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Digital Efficiency,Email,NGO,39991,1329,252,153,4978.96,1352842.73
CAM-216,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Growth Intelligence,Email,SME,32167,3633,355,81,8515.92,541365.99
CAM-371,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Digital Efficiency,Email,NGO,3888,80,8,4,34517.71,42135.51
CAM-581,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Growth Intelligence,Facebook,Government,31101,3201,1083,126,37630.76,887844.73
CAM-542,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Digital Efficiency,LinkedIn,Startup,58193,2048,724,392,7716.71,3494845.32
CAM-133,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Lead Generation,Email,Startup,9226,991,310,157,39214.32,1865601.23
CAM-692,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Lead Generation,Referral,NGO,14505,528,136,51,8465.25,635660.05
CAM-778,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Market Expansion,Referral,NGO,67632,3716,1056,151,27702.86,1608957.44
CAM-313,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Market Expansion,Organic,Enterprise,58382,6849,2288,682,28331.86,5942569.94
CAM-194,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Growth Intelligence,LinkedIn,Startup,12494,389,97,54,14687.52,259265.95
CAM-593,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Lead Generation,Email,Enterprise,83040,3543,593,324,9750.94,2998223.63
CAM-299,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Market Expansion,LinkedIn,Enterprise,23787,1463,196,89,13575.55,221828.19
CAM-871,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Digital Efficiency,Email,Government,59416,5222,1860,860,25445.85,4940173.88
CAM-943,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Digital Efficiency,Facebook,NGO,66472,3060,475,93,39819.92,966374.42
CAM-614,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Digital Efficiency,Google Ads,NGO,27927,3035,806,465,5292.35,1985316.24
CAM-947,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Lead Generation,Organic,Startup,26722,3030,486,256,14250.73,1173405.75
CAM-152,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Digital Efficiency,Google Ads,Government,18727,1340,180,87,13994.64,987030.37
CAM-336,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Market Expansion,Google Ads,Government,72207,7111,1677,850,9612.86,8902525.29
CAM-335,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Lead Generation,Email,Startup,35473,1733,172,81,33950.54,874137.55
CAM-621,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Growth Intelligence,LinkedIn,Enterprise,2676,309,95,22,33797.78,134269.96
CAM-124,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Market Expansion,Google Ads,Government,76188,1790,326,65,20674.0,421642.36
CAM-232,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,AI Awareness,Google Ads,NGO,41901,4667,1460,222,34043.76,1545028.06
CAM-425,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Lead Generation,Google Ads,Startup,40631,4483,1122,549,24222.77,4406044.03
CAM-179,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Market Expansion,Referral,Government,66429,2628,536,189,35960.06,1362572.89
CAM-433,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Digital Efficiency,Referral,SME,41560,2860,762,187,26579.82,1697445.57
CAM-213,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Growth Intelligence,Facebook,NGO,80306,5816,582,142,17025.8,1282771.8
CAM-451,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Market Expansion,Google Ads,Enterprise,13464,1230,217,107,14720.61,572376.74
CAM-767,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Growth Intelligence,LinkedIn,NGO,29733,1156,281,54,27938.37,163676.61
CAM-527,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Growth Intelligence,Google Ads,Enterprise,82802,7367,1602,716,26031.04,2925365.66
CAM-546,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Digital Efficiency,Email,Enterprise,58766,6717,1745,252,29022.04,2583837.11
CAM-680,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Digital Efficiency,Google Ads,NGO,6256,644,117,53,34082.07,579377.76
CAM-949,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Market Expansion,Google Ads,Enterprise,80399,5734,1802,744,38594.74,2902553.89
CAM-833,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Growth Intelligence,Email,Enterprise,34265,1377,366,153,16400.4,1272491.5
CAM-105,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Growth Intelligence,Email,Government,15145,1438,439,44,16172.51,113947.48
CAM-979,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,AI Awareness,Email,Startup,12802,217,40,6,13904.19,37290.52
CAM-677,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Lead Generation,Organic,Government,11565,1094,234,109,11173.83,1396339.62
CAM-202,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Digital Efficiency,Google Ads,Enterprise,34864,3706,1204,640,8436.22,2500365.93
CAM-351,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Lead Generation,Organic,Enterprise,50196,4647,1461,429,18930.6,3053562.36
CAM-147,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Lead Generation,Organic,Government,39380,824,213,103,4302.64,494750.18
CAM-719,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Digital Efficiency,Organic,Startup,63498,3920,648,396,15456.36,4595967.99
CAM-569,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Lead Generation,Organic,Enterprise,77896,2986,377,162,30044.69,1001073.19
CAM-328,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,AI Awareness,Referral,Enterprise,30042,3133,1021,323,5599.41,3639794.65
CAM-383,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Market Expansion,Email,Enterprise,62523,7213,1896,190,25963.84,1087940.76
CAM-880,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Lead Generation,Facebook,SME,17177,522,179,71,2222.8,888219.1
CAM-335,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Lead Generation,LinkedIn,Government,25299,2979,626,353,20438.86,4483318.43
CAM-521,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Digital Efficiency,Google Ads,Government,10621,724,172,28,8115.74,203523.04
CAM-744,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Digital Efficiency,Google Ads,Enterprise,57000,5803,921,548,21880.44,6368616.69
CAM-930,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Lead Generation,Email,NGO,46548,2171,369,130,5856.05,773134.87
CAM-252,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,AI Awareness,LinkedIn,Startup,70440,6319,1628,173,4300.66,1691763.51
CAM-460,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Lead Generation,LinkedIn,Government,19536,1457,166,44,34332.26,551946.84
CAM-434,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Digital Efficiency,Referral,NGO,50323,4316,1405,215,14701.22,2286128.5
CAM-864,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Lead Generation,Facebook,SME,66653,4308,590,115,9104.62,235292.46
CAM-228,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Lead Generation,Organic,NGO,71107,7696,1431,396,15581.36,3174337.33
CAM-265,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Lead Generation,Referral,NGO,38274,1639,550,221,9064.7,2610026.04
CAM-653,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Market Expansion,Organic,Government,62586,3990,1182,364,14074.1,1679831.28
CAM-420,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Market Expansion,Email,Startup,21891,1504,256,34,21880.68,228320.36
CAM-128,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Growth Intelligence,Organic,Government,60256,5596,1849,924,10415.57,11709508.28
CAM-605,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,AI Awareness,Email,NGO,48043,2063,604,279,10957.02,2483973.41
CAM-136,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Digital Efficiency,LinkedIn,NGO,53092,1510,357,149,10126.63,312462.52
CAM-645,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Digital Efficiency,Email,SME,64444,5165,1457,371,7716.19,1417573.66
CAM-735,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Growth Intelligence,Referral,NGO,41289,2421,805,480,9781.06,2068850.72
CAM-427,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Growth Intelligence,Referral,Startup,11590,543,67,23,14764.61,129422.39
CAM-960,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Lead Generation,Google Ads,Enterprise,68626,5510,641,91,29679.15,968934.58
CAM-783,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Lead Generation,LinkedIn,SME,44514,3503,755,159,30517.86,1704857.62
CAM-143,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Market Expansion,LinkedIn,NGO,21066,1813,567,274,5623.6,1497802.61
CAM-684,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,AI Awareness,Facebook,Enterprise,45972,4968,1342,536,29113.91,6198677.21
CAM-309,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Digital Efficiency,Referral,SME,37332,3857,330,112,4963.51,1452562.41
CAM-864,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Lead Generation,Google Ads,Startup,23210,1154,395,224,27967.13,2480801.62
