ad_id,campaign_id,date,country,region,latitude,longitude,service,platform,campaign,impressions,clicks,conversions,ad_spend,attributed_revenue
AD-4565,CAM-787,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,LinkedIn Ads,AI Awareness,17140,1972,347,4126.63,1674084.76
AD-4250,CAM-328,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Instagram Ads,Lead Generation,54821,1148,79,41616.88,689957.97
AD-6980,CAM-370,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,LinkedIn Ads,Market Expansion,24263,2404,434,49598.83,4465709.99
AD-1130,CAM-284,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Instagram Ads,Lead Generation,65676,1672,276,23209.49,3139931.47
AD-2076,CAM-777,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,LinkedIn Ads,Market Expansion,54421,3551,434,35802.9,5973164.18
AD-7873,CAM-635,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Google Ads,AI Awareness,80164,4809,230,44255.92,1024710.95
AD-5385,CAM-974,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,LinkedIn Ads,Growth Intelligence,19098,681,107,6754.93,1424344.2
AD-2839,CAM-902,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,LinkedIn Ads,Market Expansion,37698,3292,349,9209.73,5222874.03
AD-4513,CAM-339,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Instagram Ads,Digital Efficiency,60519,6895,489,30161.81,6230585.95
AD-4413,CAM-234,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Google Ads,Lead Generation,58184,6040,619,28315.63,5313539.27
AD-1157,CAM-482,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Instagram Ads,Digital Efficiency,56355,1896,180,41400.5,2591078.68
AD-6501,CAM-998,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Instagram Ads,Digital Efficiency,77021,6724,664,6539.73,3185670.69
AD-2595,CAM-669,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Facebook Ads,Digital Efficiency,54844,6520,682,40392.07,1963424.03
AD-3000,CAM-935,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,YouTube Ads,Growth Intelligence,4016,467,92,8020.99,403872.02
AD-3828,CAM-257,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Google Ads,Lead Generation,7496,735,141,15597.59,1443567.06
AD-9584,CAM-370,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,LinkedIn Ads,Market Expansion,71979,4992,899,20958.63,7842955.96
AD-7485,CAM-876,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Google Ads,Digital Efficiency,80057,6742,784,38104.33,11424597.84
AD-2322,CAM-495,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,LinkedIn Ads,Growth Intelligence,21932,1498,82,3603.42,462133.9
AD-8956,CAM-207,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,LinkedIn Ads,Growth Intelligence,81317,8976,1082,9824.28,13585033.75
AD-2280,CAM-783,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,YouTube Ads,Lead Generation,43294,1689,137,43240.79,1674259.88
AD-3601,CAM-749,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Instagram Ads,Lead Generation,16632,1939,281,48849.75,2427502.8
AD-9356,CAM-676,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,YouTube Ads,Market Expansion,14333,1228,105,10669.87,1194921.43
AD-5423,CAM-857,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Google Ads,Digital Efficiency,66165,1449,285,25093.68,1293025.99
AD-2544,CAM-601,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Google Ads,Growth Intelligence,10172,876,142,22477.46,1109188.44
AD-5603,CAM-557,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,LinkedIn Ads,Growth Intelligence,36945,3522,678,47678.75,2362373.13
AD-4588,CAM-385,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,LinkedIn Ads,AI Awareness,12770,622,52,20854.94,307423.08
AD-9330,CAM-756,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Market Expansion,61871,2603,132,50985.98,1666837.35
AD-5388,CAM-279,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Google Ads,Lead Generation,9728,1020,162,38625.99,2554894.53
AD-8282,CAM-584,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Instagram Ads,AI Awareness,75258,2897,596,43505.92,7787500.11
AD-8687,CAM-302,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Google Ads,Market Expansion,23888,422,14,14064.06,133956.67
AD-1711,CAM-134,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,AI Awareness,10612,1209,40,23259.2,407163.5
AD-6548,CAM-295,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Facebook Ads,Growth Intelligence,34120,1087,215,23756.59,1666505.68
AD-2936,CAM-587,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Facebook Ads,Lead Generation,59851,5306,266,38025.47,3880805.25
AD-4194,CAM-469,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Instagram Ads,AI Awareness,71912,2333,182,16571.98,2058007.5
AD-6137,CAM-977,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Google Ads,Digital Efficiency,29795,2938,230,12920.42,3513322.69
AD-5382,CAM-418,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Instagram Ads,Growth Intelligence,3983,254,37,14572.42,376666.87
AD-4078,CAM-909,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Facebook Ads,Market Expansion,1891,190,6,20117.02,60490.65
AD-3041,CAM-886,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,LinkedIn Ads,Market Expansion,16879,548,97,33953.45,888987.13
AD-7991,CAM-769,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,LinkedIn Ads,Digital Efficiency,56985,5620,1006,10678.33,9886636.74
AD-7083,CAM-620,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Facebook Ads,Market Expansion,75622,8660,1656,16101.16,23038499.96
AD-9925,CAM-401,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Google Ads,Growth Intelligence,3699,184,38,27045.85,206175.13
AD-8435,CAM-977,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,LinkedIn Ads,Market Expansion,18743,1425,186,32832.59,814156.0
AD-2021,CAM-471,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Instagram Ads,Growth Intelligence,72913,5722,351,28176.41,3162082.42
AD-6196,CAM-304,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,YouTube Ads,Growth Intelligence,15466,1466,200,19167.49,2289498.27
AD-4365,CAM-102,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Instagram Ads,Digital Efficiency,70512,1576,125,46391.34,1920683.86
AD-8796,CAM-876,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,LinkedIn Ads,Growth Intelligence,27003,2874,200,25610.7,2558917.79
AD-6273,CAM-621,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Google Ads,Digital Efficiency,12100,1281,68,36113.53,746537.65
AD-4515,CAM-770,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Instagram Ads,Market Expansion,16270,1873,272,34916.6,3902968.07
AD-6721,CAM-952,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,YouTube Ads,Growth Intelligence,37300,565,42,26590.3,307053.06
AD-5180,CAM-257,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,LinkedIn Ads,Growth Intelligence,37775,4472,800,42420.07,7506624.68
AD-1920,CAM-561,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Facebook Ads,Market Expansion,35929,3268,255,49083.85,926857.12
AD-5771,CAM-620,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,YouTube Ads,Market Expansion,74215,1700,208,34232.76,1336947.35
AD-2676,CAM-910,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,LinkedIn Ads,Growth Intelligence,59534,6054,1075,41710.03,5331980.97
AD-2698,CAM-175,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Instagram Ads,Market Expansion,39962,4359,208,35826.63,1058965.32
AD-6135,CAM-480,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,YouTube Ads,Digital Efficiency,71780,2752,165,18291.62,1711093.18
AD-3543,CAM-759,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Facebook Ads,Digital Efficiency,79752,9482,2012,18651.74,31473920.18
AD-8862,CAM-790,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Facebook Ads,Growth Intelligence,68980,7737,1135,40654.55,8147234.43
AD-2486,CAM-588,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Instagram Ads,Growth Intelligence,45506,5258,549,40983.76,7791259.74
AD-8496,CAM-202,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Facebook Ads,Digital Efficiency,26220,2287,360,4420.22,4548427.79
AD-7438,CAM-659,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,YouTube Ads,Lead Generation,14803,1408,64,24402.03,620487.41
AD-8866,CAM-564,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,YouTube Ads,AI Awareness,45927,4857,852,32456.36,3311932.22
AD-8496,CAM-453,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Google Ads,Market Expansion,35956,863,141,49251.29,1985163.74
AD-3932,CAM-693,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Google Ads,Digital Efficiency,56857,1345,72,21216.18,980925.85
AD-7712,CAM-825,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,LinkedIn Ads,Market Expansion,67230,5066,535,42419.36,1925724.56
AD-5711,CAM-219,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,YouTube Ads,Digital Efficiency,8390,357,65,28069.84,510104.67
AD-1197,CAM-357,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,LinkedIn Ads,Market Expansion,9821,587,45,38201.06,441459.82
AD-3354,CAM-922,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,LinkedIn Ads,Market Expansion,82376,9452,1011,14312.54,4325572.83
AD-4816,CAM-648,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,LinkedIn Ads,AI Awareness,46884,1804,371,38740.38,1454906.58
AD-3810,CAM-936,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Google Ads,Digital Efficiency,81141,1260,137,2555.3,1325139.67
AD-6364,CAM-257,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Instagram Ads,Digital Efficiency,31892,656,130,43728.31,1799727.39
AD-4337,CAM-270,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,YouTube Ads,Growth Intelligence,45241,5261,1087,3788.84,7356308.98
AD-5294,CAM-404,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Facebook Ads,Growth Intelligence,79150,4584,172,8378.61,2260528.27
AD-9199,CAM-148,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Google Ads,Lead Generation,61493,3782,175,3247.52,637871.44
AD-9363,CAM-582,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Google Ads,Market Expansion,53740,4685,235,34729.28,1378036.54
AD-5632,CAM-434,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,LinkedIn Ads,Growth Intelligence,39284,4476,328,50227.4,5119061.42
AD-8064,CAM-209,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,Market Expansion,6266,656,76,30103.81,866671.7
AD-6166,CAM-671,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Instagram Ads,Digital Efficiency,57091,3720,777,35477.51,11860618.81
AD-9353,CAM-104,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,YouTube Ads,Growth Intelligence,15955,1243,157,14596.81,1418683.06
AD-2865,CAM-369,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Facebook Ads,Lead Generation,40126,3387,339,20013.92,3833135.07
AD-4437,CAM-940,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Instagram Ads,Growth Intelligence,80283,3001,199,48283.1,1708104.14
AD-7652,CAM-674,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,YouTube Ads,Digital Efficiency,84782,9015,697,43313.96,5136521.3
AD-7523,CAM-808,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Google Ads,Market Expansion,6244,289,29,6889.35,463225.13
AD-3347,CAM-175,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Google Ads,Growth Intelligence,18059,572,63,24543.42,378638.81
AD-2729,CAM-789,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,AI Awareness,67259,2552,460,12103.07,2481820.41
AD-9229,CAM-541,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,LinkedIn Ads,Lead Generation,24076,1320,276,28730.26,3371251.99
AD-1988,CAM-726,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Instagram Ads,Growth Intelligence,79033,1507,79,9021.63,373733.8
AD-6090,CAM-405,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,YouTube Ads,Market Expansion,21719,1863,403,49565.57,5497544.63
AD-5093,CAM-441,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Instagram Ads,Lead Generation,42324,3143,574,35559.84,2761305.47
AD-9711,CAM-593,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Google Ads,Market Expansion,54066,1103,122,51040.2,1948567.52
AD-7328,CAM-780,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,YouTube Ads,AI Awareness,60480,6203,1110,34633.04,16532470.7
AD-5346,CAM-421,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,LinkedIn Ads,Growth Intelligence,58829,5887,289,16998.74,4035862.85
AD-6208,CAM-428,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,LinkedIn Ads,Lead Generation,45289,1078,41,45477.65,140644.86
AD-3473,CAM-537,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,LinkedIn Ads,Growth Intelligence,72794,5265,707,28221.82,5153408.49
AD-4106,CAM-858,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,YouTube Ads,Digital Efficiency,53767,3656,392,50544.91,1529874.63
AD-6129,CAM-125,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Facebook Ads,AI Awareness,22938,2515,95,30312.05,1208708.03
AD-9668,CAM-265,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Google Ads,Growth Intelligence,68857,7240,220,7626.89,3363007.3
AD-3846,CAM-367,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,YouTube Ads,Market Expansion,55897,1693,349,35412.86,4290765.6
AD-8203,CAM-325,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Google Ads,Lead Generation,71475,5313,1114,43407.2,7908601.72
AD-7919,CAM-160,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,YouTube Ads,Market Expansion,71207,5441,221,8817.15,3397136.73
AD-9883,CAM-761,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Google Ads,Lead Generation,48900,2373,270,37486.75,3249606.44
AD-2376,CAM-301,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,YouTube Ads,AI Awareness,65732,4893,672,33698.9,8018705.33
AD-7669,CAM-447,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,LinkedIn Ads,Market Expansion,64820,2737,298,25335.07,781914.92
AD-8859,CAM-278,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Instagram Ads,Lead Generation,15001,1569,62,19445.85,819077.66
AD-8773,CAM-127,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Google Ads,Market Expansion,32404,1925,337,51192.02,3596571.97
AD-8995,CAM-863,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Google Ads,Market Expansion,42483,1670,299,36293.62,4567233.49
AD-4096,CAM-126,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Instagram Ads,Market Expansion,60887,6527,1301,11962.7,14993430.05
AD-3179,CAM-386,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Google Ads,Market Expansion,84275,9153,1226,28359.97,19181513.59
AD-9829,CAM-942,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Instagram Ads,Digital Efficiency,33558,2881,437,40118.8,6823941.8
AD-3047,CAM-475,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Facebook Ads,Market Expansion,2915,186,36,21843.21,448045.54
AD-6454,CAM-629,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,LinkedIn Ads,Growth Intelligence,56991,5414,940,49359.42,8457432.72
AD-1085,CAM-508,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Instagram Ads,Lead Generation,45012,3291,101,6678.25,412639.41
AD-6025,CAM-360,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Facebook Ads,Market Expansion,51611,5408,757,4148.44,11003760.18
AD-4276,CAM-895,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,YouTube Ads,Lead Generation,33365,2902,374,47843.25,4777724.92
AD-4818,CAM-804,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,Google Ads,Lead Generation,49550,2390,359,3244.49,5685246.01
AD-8321,CAM-221,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,YouTube Ads,Growth Intelligence,53510,5123,776,49003.99,5175952.11
AD-1966,CAM-891,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,LinkedIn Ads,AI Awareness,72514,3363,512,41590.29,6792885.69
AD-5846,CAM-815,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Google Ads,Lead Generation,70743,1799,394,13790.57,5126017.82
AD-8280,CAM-452,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,YouTube Ads,Lead Generation,72936,5359,323,39673.32,1899601.44
AD-4974,CAM-789,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Facebook Ads,Lead Generation,38123,2297,429,23584.62,2622693.72
AD-1718,CAM-340,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Facebook Ads,Lead Generation,52241,3626,350,9937.14,1523685.37
AD-3262,CAM-530,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,LinkedIn Ads,Growth Intelligence,82848,7594,595,32122.84,3829681.34
AD-2583,CAM-570,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Google Ads,Digital Efficiency,26381,1351,206,49704.38,3291852.66
AD-8428,CAM-108,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,LinkedIn Ads,Growth Intelligence,54275,2723,236,38286.36,3703560.75
AD-6863,CAM-487,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,LinkedIn Ads,Market Expansion,36970,2005,161,49934.56,1702455.56
AD-4846,CAM-809,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Instagram Ads,AI Awareness,26572,1664,206,22855.98,1645815.31
AD-3566,CAM-618,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Google Ads,Growth Intelligence,19383,2232,399,10924.29,1181285.99
AD-5437,CAM-459,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,LinkedIn Ads,Market Expansion,75876,1185,203,17311.74,2890647.2
AD-7561,CAM-784,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Instagram Ads,AI Awareness,70001,6438,255,18021.47,3920756.69
AD-8858,CAM-413,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,LinkedIn Ads,Market Expansion,60975,5439,348,12806.17,2778812.6
AD-6602,CAM-751,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Google Ads,Market Expansion,35838,1985,82,21771.92,586088.55
AD-1921,CAM-896,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Google Ads,Growth Intelligence,56411,5478,749,26342.38,5839731.35
AD-5881,CAM-836,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,LinkedIn Ads,Market Expansion,53251,2269,479,37222.14,2731773.7
AD-9600,CAM-818,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Facebook Ads,Growth Intelligence,81559,1449,66,35751.1,318259.43
AD-4573,CAM-213,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Growth Intelligence,72424,5998,1066,41074.24,15700081.35
AD-2298,CAM-858,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,LinkedIn Ads,AI Awareness,22600,410,27,17292.3,225537.22
AD-8845,CAM-682,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Facebook Ads,AI Awareness,3245,305,61,29313.74,272074.96
AD-3137,CAM-373,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Facebook Ads,Market Expansion,82049,6915,704,44332.7,6695573.28
AD-2731,CAM-767,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,LinkedIn Ads,Digital Efficiency,25852,832,73,3810.52,753706.68
AD-1359,CAM-360,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Instagram Ads,Growth Intelligence,61187,6517,419,9123.3,2360580.51
AD-3588,CAM-254,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,YouTube Ads,Lead Generation,14489,426,19,45940.1,183140.49
AD-8855,CAM-466,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,YouTube Ads,Market Expansion,15334,1688,132,30342.81,1989445.26
AD-8835,CAM-764,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,LinkedIn Ads,Market Expansion,20160,363,59,49915.89,851394.43
AD-3158,CAM-982,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,LinkedIn Ads,Digital Efficiency,13295,1055,33,41867.31,108847.86
AD-4859,CAM-946,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Instagram Ads,Growth Intelligence,23352,974,80,23247.87,485553.24
AD-2628,CAM-793,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Facebook Ads,Digital Efficiency,32194,3625,152,5393.14,1707800.98
AD-4549,CAM-218,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,LinkedIn Ads,Market Expansion,27736,1808,366,5214.05,1768292.41
AD-4147,CAM-729,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Facebook Ads,AI Awareness,65887,3682,533,42496.96,3043829.85
AD-6127,CAM-649,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Instagram Ads,Growth Intelligence,28633,1586,296,6106.72,2935818.83
AD-4091,CAM-222,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,YouTube Ads,Lead Generation,61976,2552,485,2510.24,7112882.95
AD-8820,CAM-453,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,YouTube Ads,Digital Efficiency,4285,405,65,8800.67,598012.05
AD-8567,CAM-273,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Google Ads,Market Expansion,57126,2103,145,22490.72,1602010.39
AD-6037,CAM-734,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Instagram Ads,Lead Generation,45885,2308,356,5260.29,4565431.8
AD-7522,CAM-297,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Google Ads,Growth Intelligence,37060,4005,441,18891.62,1782909.51
AD-7188,CAM-549,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Instagram Ads,Market Expansion,6394,391,85,12883.33,235590.99
AD-9392,CAM-167,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,YouTube Ads,Digital Efficiency,76744,3430,165,8090.65,2478843.73
AD-7423,CAM-619,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Facebook Ads,Market Expansion,66531,4434,741,36203.39,3678545.12
AD-9496,CAM-180,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Facebook Ads,AI Awareness,56928,3619,706,50238.41,5463293.41
AD-2375,CAM-838,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Instagram Ads,Digital Efficiency,12024,211,32,36472.64,344681.88
AD-8294,CAM-541,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Facebook Ads,Digital Efficiency,73683,3338,353,23188.72,4172200.52
AD-3790,CAM-894,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,LinkedIn Ads,Market Expansion,38802,3657,709,12213.87,10160394.64
AD-6475,CAM-428,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,LinkedIn Ads,Market Expansion,48313,3184,175,47110.13,887820.87
AD-6804,CAM-230,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,LinkedIn Ads,Market Expansion,55243,1345,209,51526.0,2452614.4
AD-7952,CAM-517,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Instagram Ads,Lead Generation,51282,4602,434,39894.68,2350827.23
AD-8298,CAM-985,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Instagram Ads,Digital Efficiency,79238,9176,839,46614.14,4189158.64
AD-3114,CAM-302,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,YouTube Ads,Digital Efficiency,34187,3771,320,24581.71,5110790.79
AD-7828,CAM-801,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Facebook Ads,AI Awareness,70555,7976,820,30022.06,11065117.28
AD-9114,CAM-158,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Google Ads,AI Awareness,6151,598,70,13362.03,770274.42
