client_id,date,country,region,latitude,longitude,segment,industry,service_interest,lead_source,conversion_status,repeat_customer,lifetime_value
C-6542,2026-05-08,Botswana,Maun,-19.9833,23.4167,Startup,Mining,Cybersecurity,Facebook,Converted,No,90197.99
C-3563,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Agriculture,AI Chatbot,LinkedIn,Converted,No,209968.35
C-1896,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Technology,HR Analytics,Referral,Lead,No,15531.68
C-5829,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Education,BI Dashboard,Organic,Converted,Yes,50129.13
C-9078,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Technology,Forecasting Model,Referral,Not Converted,No,5208.18
C-8653,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Education,Process Optimisation,LinkedIn,Not Converted,No,8332.59
C-2276,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Finance,BI Dashboard,Organic,Lead,Yes,6187.31
C-7301,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Startup,Technology,BI Dashboard,Facebook,Converted,Yes,108742.6
C-2878,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Retail,HR Analytics,Referral,Lead,Yes,4104.84
C-5834,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Insurance,BI Dashboard,Google Ads,Converted,Yes,129322.81
C-1150,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Retail,HR Analytics,Google Ads,Lead,No,12649.2
C-6775,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Enterprise,Mining,Cybersecurity,Google Ads,Converted,Yes,187373.03
C-5010,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Insurance,AI Chatbot,Email,Converted,No,220847.18
C-7028,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Education,HR Analytics,Google Ads,Converted,No,17891.86
C-6403,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Mining,Forecasting Model,LinkedIn,Lead,No,17300.83
C-3690,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Insurance,Process Optimisation,Email,Lead,Yes,8394.93
C-5025,2026-05-08,Botswana,Maun,-19.9833,23.4167,Startup,Technology,BI Dashboard,LinkedIn,Lead,Yes,1543.23
C-8533,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Retail,Forecasting Model,LinkedIn,Not Converted,Yes,5200.42
C-1021,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Retail,Cybersecurity,Organic,Converted,Yes,22799.17
C-4979,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Agriculture,Forecasting Model,Referral,Lead,No,17320.01
C-1233,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Technology,HR Analytics,Email,Not Converted,No,6331.92
C-1956,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Insurance,BI Dashboard,Referral,Lead,Yes,9549.19
C-5062,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Startup,Technology,Forecasting Model,Facebook,Lead,No,11384.87
C-4328,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Mining,Process Optimisation,LinkedIn,Lead,Yes,8708.17
C-1481,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Agriculture,HR Analytics,Organic,Converted,Yes,43493.08
C-4296,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Insurance,BI Dashboard,Referral,Lead,No,12614.67
C-8200,2026-05-08,Botswana,Maun,-19.9833,23.4167,Government,Retail,AI Chatbot,LinkedIn,Lead,No,8433.72
C-5464,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Agriculture,Process Optimisation,Facebook,Lead,No,12185.72
C-7097,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Agriculture,Process Optimisation,Facebook,Lead,Yes,10696.37
C-7995,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Technology,Cybersecurity,Google Ads,Not Converted,Yes,9808.94
C-4149,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Retail,Forecasting Model,Referral,Lead,Yes,14342.13
C-3039,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Insurance,AI Chatbot,Facebook,Not Converted,No,15227.82
C-5720,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Agriculture,Data Automation,Facebook,Lead,Yes,5696.02
C-1575,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Mining,Data Automation,LinkedIn,Converted,Yes,79827.03
C-2972,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Agriculture,Data Automation,Organic,Lead,Yes,11293.49
C-1412,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Mining,Forecasting Model,Facebook,Lead,No,3907.05
C-4114,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Education,HR Analytics,LinkedIn,Converted,Yes,103218.45
C-1606,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Finance,Forecasting Model,Organic,Lead,No,15775.77
C-1865,2026-05-08,Botswana,Maun,-19.9833,23.4167,Startup,Agriculture,Process Optimisation,Email,Converted,Yes,240809.71
C-2782,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Startup,Finance,Forecasting Model,Referral,Converted,Yes,109252.33
C-3858,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,SME,Insurance,Data Automation,LinkedIn,Lead,No,3112.35
C-7624,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Agriculture,Forecasting Model,Organic,Converted,No,81313.75
C-1222,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Insurance,Forecasting Model,Facebook,Lead,No,11106.85
C-2575,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Technology,BI Dashboard,Email,Not Converted,Yes,9959.12
C-1707,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Agriculture,HR Analytics,Facebook,Converted,Yes,190368.65
C-5911,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Agriculture,BI Dashboard,Organic,Converted,No,97246.05
C-9343,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Agriculture,HR Analytics,Referral,Converted,Yes,125831.44
C-3351,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Technology,Data Automation,Organic,Lead,No,3635.53
C-9149,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Education,Process Optimisation,LinkedIn,Converted,Yes,98888.53
C-9709,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Mining,Forecasting Model,Referral,Lead,Yes,7845.57
C-8248,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Technology,Data Automation,Organic,Lead,Yes,13817.1
C-7883,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Finance,Data Automation,Email,Converted,No,12384.98
C-3783,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Retail,BI Dashboard,Facebook,Lead,No,12702.06
C-2900,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Technology,Forecasting Model,Google Ads,Converted,No,107154.6
C-8694,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Agriculture,BI Dashboard,Organic,Lead,Yes,5618.08
C-8659,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Mining,Forecasting Model,Facebook,Not Converted,Yes,2063.8
C-3532,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Retail,Process Optimisation,Email,Converted,Yes,178067.33
C-6160,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Technology,Forecasting Model,Google Ads,Converted,No,215804.03
C-2343,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Mining,Data Automation,Referral,Converted,Yes,224782.65
C-2694,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Technology,BI Dashboard,Organic,Not Converted,Yes,14295.86
C-6540,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Education,AI Chatbot,Facebook,Not Converted,Yes,17975.2
C-4659,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Agriculture,AI Chatbot,Google Ads,Converted,Yes,137797.59
C-6313,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Mining,Process Optimisation,Referral,Lead,No,16233.46
C-7402,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Agriculture,AI Chatbot,Facebook,Lead,No,13858.3
C-8861,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Education,Process Optimisation,Email,Lead,No,13913.99
C-4855,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Education,Data Automation,Email,Not Converted,No,14637.26
C-2518,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Retail,Process Optimisation,Referral,Converted,No,53452.39
C-9893,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Startup,Technology,Process Optimisation,Email,Converted,No,86855.23
C-3949,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Technology,HR Analytics,Google Ads,Lead,No,5430.86
C-1545,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Startup,Insurance,Forecasting Model,Organic,Lead,No,11232.16
C-1162,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Retail,HR Analytics,Email,Not Converted,No,1487.59
C-2621,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Retail,Forecasting Model,Referral,Not Converted,Yes,17826.52
C-9818,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,NGO,Technology,HR Analytics,Referral,Lead,No,9235.87
C-1425,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Mining,AI Chatbot,LinkedIn,Lead,No,11217.93
C-6835,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Retail,HR Analytics,Referral,Converted,No,216916.65
C-3982,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Education,Cybersecurity,Email,Converted,Yes,73138.41
C-7299,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Agriculture,HR Analytics,Facebook,Lead,No,4875.83
C-1965,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Agriculture,Process Optimisation,Facebook,Converted,Yes,86968.36
C-1921,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Education,AI Chatbot,Organic,Not Converted,No,9948.2
C-7836,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,SME,Mining,HR Analytics,LinkedIn,Lead,No,16566.04
C-7955,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Technology,Cybersecurity,Facebook,Lead,Yes,6117.28
C-7494,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Technology,Data Automation,Referral,Lead,No,4102.6
C-4330,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Insurance,AI Chatbot,Email,Converted,No,252333.26
C-6351,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Enterprise,Agriculture,Cybersecurity,LinkedIn,Lead,Yes,1454.49
C-4528,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Agriculture,Cybersecurity,Google Ads,Lead,No,14551.37
C-4720,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Retail,HR Analytics,Organic,Converted,No,29726.96
C-6951,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Education,AI Chatbot,Organic,Converted,Yes,45832.44
C-5765,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Startup,Finance,Cybersecurity,Referral,Not Converted,No,16372.18
C-9928,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Startup,Agriculture,AI Chatbot,Referral,Converted,No,93081.3
C-6204,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Agriculture,Data Automation,Organic,Lead,Yes,9013.84
C-5913,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Education,HR Analytics,Organic,Converted,No,155936.23
C-2950,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Retail,BI Dashboard,Referral,Converted,Yes,256726.11
C-8200,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Mining,Process Optimisation,Google Ads,Converted,Yes,20844.35
C-2973,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Finance,HR Analytics,Google Ads,Lead,No,2572.87
C-4483,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Education,Forecasting Model,Facebook,Not Converted,Yes,9031.82
C-4776,2026-05-08,Botswana,Francistown,-21.1702,27.5079,SME,Retail,Cybersecurity,Facebook,Lead,Yes,11429.21
C-5036,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Retail,BI Dashboard,Organic,Not Converted,Yes,11042.43
C-2998,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Insurance,Process Optimisation,LinkedIn,Lead,No,6292.54
C-7227,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Finance,Data Automation,Email,Lead,No,7238.32
C-3122,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Insurance,BI Dashboard,Referral,Lead,Yes,11744.34
C-7189,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Mining,Process Optimisation,LinkedIn,Converted,Yes,240411.37
C-1550,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Mining,Data Automation,Referral,Lead,Yes,14129.42
C-1901,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Mining,Forecasting Model,Facebook,Converted,Yes,258884.46
C-7276,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Technology,BI Dashboard,LinkedIn,Not Converted,Yes,11261.98
C-9146,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Insurance,Data Automation,Referral,Not Converted,Yes,10558.48
C-5225,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Retail,AI Chatbot,Organic,Lead,Yes,6951.44
C-3021,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Insurance,HR Analytics,LinkedIn,Converted,Yes,91771.71
C-8020,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Insurance,Cybersecurity,LinkedIn,Not Converted,Yes,17961.41
C-6057,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Technology,Cybersecurity,Email,Lead,Yes,4535.27
C-4732,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Retail,Process Optimisation,Referral,Lead,Yes,9001.44
C-2414,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Startup,Mining,BI Dashboard,LinkedIn,Converted,No,188700.27
C-6554,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Retail,HR Analytics,Google Ads,Not Converted,No,12815.43
C-4534,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Agriculture,HR Analytics,Facebook,Lead,No,17841.56
C-7207,2026-05-08,Botswana,Maun,-19.9833,23.4167,Government,Insurance,Forecasting Model,Organic,Lead,No,16825.31
C-9970,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Technology,Process Optimisation,Organic,Lead,No,5682.04
C-2732,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Retail,Process Optimisation,Referral,Converted,No,93406.67
C-3938,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Mining,Forecasting Model,LinkedIn,Lead,No,2396.35
C-3608,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Finance,Data Automation,Organic,Lead,Yes,16971.68
C-3025,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Mining,Cybersecurity,Facebook,Converted,Yes,244829.9
C-4194,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Technology,Process Optimisation,Organic,Converted,Yes,113189.11
C-6800,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Agriculture,Forecasting Model,Referral,Not Converted,No,17693.99
C-1076,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Insurance,HR Analytics,Facebook,Lead,No,14668.65
C-9676,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Insurance,Data Automation,Google Ads,Lead,Yes,12912.66
C-9443,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Government,Mining,Cybersecurity,Facebook,Lead,Yes,15549.75
C-9522,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Insurance,Data Automation,LinkedIn,Lead,Yes,12683.57
C-9616,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Technology,BI Dashboard,Organic,Lead,No,13030.74
C-8675,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Mining,Process Optimisation,Organic,Not Converted,Yes,6734.99
C-3422,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Agriculture,AI Chatbot,Facebook,Not Converted,Yes,4537.12
C-7955,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Finance,AI Chatbot,Organic,Converted,Yes,40885.26
C-2837,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Mining,Process Optimisation,Referral,Not Converted,No,13402.58
C-6042,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Mining,BI Dashboard,Facebook,Converted,No,206954.57
C-6991,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Mining,Process Optimisation,Google Ads,Lead,No,9078.38
C-4469,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Startup,Education,Data Automation,Organic,Lead,Yes,7581.42
C-5939,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Finance,Data Automation,LinkedIn,Lead,No,10702.13
C-2987,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Finance,Forecasting Model,LinkedIn,Converted,Yes,106072.93
C-5389,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Agriculture,AI Chatbot,Email,Lead,No,1123.89
C-1565,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Technology,AI Chatbot,Referral,Converted,No,176034.37
C-8476,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Insurance,HR Analytics,Referral,Converted,No,242601.99
C-1670,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Agriculture,Process Optimisation,Facebook,Lead,Yes,13105.69
C-6925,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Technology,AI Chatbot,LinkedIn,Lead,Yes,9881.24
C-7986,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Insurance,BI Dashboard,Email,Converted,No,233893.7
C-3321,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Retail,Cybersecurity,Google Ads,Not Converted,No,11892.11
C-9812,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Insurance,Data Automation,Email,Converted,Yes,209620.1
C-2724,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Mining,Forecasting Model,Referral,Not Converted,Yes,5428.55
C-4488,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Technology,AI Chatbot,Referral,Lead,Yes,11680.06
C-4125,2026-05-08,Botswana,Francistown,-21.1702,27.5079,SME,Finance,AI Chatbot,Organic,Not Converted,Yes,5501.02
C-1348,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Education,Cybersecurity,Email,Converted,Yes,98715.27
C-8055,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Retail,Forecasting Model,Email,Converted,No,38727.81
C-4877,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Retail,Data Automation,Referral,Converted,No,174109.54
C-4090,2026-05-08,Botswana,Maun,-19.9833,23.4167,Government,Agriculture,Cybersecurity,Email,Lead,Yes,12575.99
C-3524,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Insurance,BI Dashboard,Organic,Lead,Yes,2794.45
C-5475,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Retail,BI Dashboard,Google Ads,Lead,No,9587.41
C-2173,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Insurance,HR Analytics,Facebook,Converted,Yes,56436.66
C-8600,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Technology,AI Chatbot,Google Ads,Lead,Yes,5143.14
C-7943,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Education,BI Dashboard,LinkedIn,Converted,Yes,43571.69
C-9216,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Retail,Cybersecurity,Organic,Not Converted,Yes,5008.38
C-4878,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Education,HR Analytics,Referral,Not Converted,No,13022.84
C-3033,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Education,Forecasting Model,Organic,Converted,No,32066.52
C-5414,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Insurance,Data Automation,Google Ads,Lead,Yes,1129.94
C-9278,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Agriculture,Forecasting Model,Email,Not Converted,Yes,3880.6
C-9115,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Finance,HR Analytics,LinkedIn,Lead,Yes,968.52
C-7283,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Retail,AI Chatbot,Email,Converted,No,48840.59
C-5107,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Education,Data Automation,Organic,Not Converted,No,10646.49
C-4884,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Agriculture,AI Chatbot,Referral,Not Converted,No,6202.22
C-3348,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Retail,BI Dashboard,Email,Lead,No,15705.19
C-8411,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Finance,Cybersecurity,Referral,Converted,No,142287.28
C-7072,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Education,Cybersecurity,Email,Converted,No,53792.27
C-7228,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Education,HR Analytics,Organic,Lead,Yes,11560.58
C-1396,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Technology,Cybersecurity,Referral,Not Converted,No,6765.31
C-5106,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Agriculture,AI Chatbot,Email,Lead,No,17306.23
C-2331,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Mining,AI Chatbot,Facebook,Lead,No,3248.61
C-6904,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Mining,AI Chatbot,Organic,Lead,No,7421.82
C-8961,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Agriculture,BI Dashboard,Facebook,Converted,No,70044.08
C-9072,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Retail,Data Automation,Organic,Lead,Yes,14414.2
C-3736,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Technology,AI Chatbot,Organic,Converted,No,37834.56
C-5266,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Insurance,BI Dashboard,Email,Converted,Yes,34463.32
C-2213,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Agriculture,HR Analytics,LinkedIn,Not Converted,No,6788.19
C-3165,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Retail,AI Chatbot,Facebook,Converted,No,135503.78
C-8197,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Technology,BI Dashboard,LinkedIn,Not Converted,Yes,14339.99
C-2056,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Government,Mining,BI Dashboard,Email,Converted,No,39547.26
C-6511,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Education,BI Dashboard,Facebook,Converted,Yes,256677.73
C-4444,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Agriculture,BI Dashboard,Google Ads,Converted,No,92810.82
C-3983,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Technology,Cybersecurity,Google Ads,Converted,No,15427.19
C-8064,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Mining,Forecasting Model,Facebook,Converted,Yes,215639.01
C-4785,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Insurance,Cybersecurity,Facebook,Converted,No,166310.21
C-5427,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Education,AI Chatbot,Organic,Not Converted,No,2028.76
C-8812,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Education,Cybersecurity,Facebook,Lead,No,11288.38
C-5670,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Retail,Process Optimisation,Organic,Lead,No,10521.88
C-7332,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Agriculture,Cybersecurity,Email,Converted,No,65973.43
C-3984,2026-05-08,Botswana,Maun,-19.9833,23.4167,Startup,Retail,BI Dashboard,Email,Lead,No,14089.99
C-2018,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Education,Data Automation,Facebook,Not Converted,No,16105.66
C-2060,2026-05-08,Botswana,Francistown,-21.1702,27.5079,SME,Agriculture,Process Optimisation,Facebook,Lead,No,13907.71
C-2056,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Mining,Data Automation,Organic,Converted,Yes,236017.62
C-1913,2026-05-08,Botswana,Maun,-19.9833,23.4167,Government,Technology,Data Automation,Email,Lead,Yes,11414.84
C-7490,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Startup,Finance,AI Chatbot,LinkedIn,Not Converted,No,8743.24
C-9154,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Technology,Data Automation,LinkedIn,Lead,Yes,10203.5
C-7188,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Finance,Process Optimisation,Email,Converted,No,67820.03
C-7001,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Finance,HR Analytics,Organic,Converted,No,32885.18
C-1791,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Technology,AI Chatbot,Organic,Lead,Yes,1307.85
C-1518,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Mining,Cybersecurity,Organic,Lead,Yes,13666.15
C-2523,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Retail,Cybersecurity,Facebook,Converted,No,172519.96
C-8430,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Mining,Cybersecurity,Email,Converted,No,93787.36
C-1268,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Technology,Forecasting Model,Facebook,Converted,No,101281.95
C-7057,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Retail,Forecasting Model,Facebook,Lead,Yes,3090.4
C-3128,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Mining,AI Chatbot,Email,Converted,Yes,172095.99
C-4766,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Education,Cybersecurity,Referral,Lead,Yes,12617.24
C-6874,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Education,BI Dashboard,Email,Not Converted,Yes,5183.0
C-9946,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Mining,Process Optimisation,Email,Converted,No,236501.35
